"123137",2019-01-09,78301.2061697532,81088,16,76747.8832268036,79854.5291126942
"123090",2019-01-08,73979.8755006691,75381,17,72514.7564191268,75444.9945822477
"123044",2019-01-07,72194.9960218119,72271,19,70854.5725266774,73535.4195169646
"123138",2019-01-09,76066.2499534965,78968,17,74600.9708877977,77531.5290192146
"123187",2019-01-10,76604.6287361288,78528,18,75207.1934639861,78002.0640082684
"123091",2019-01-08,71823.3865056715,73209,18,70428.1302409372,73218.6427704094
"123045",2019-01-07,70371.9505802647,70532,20,69059.1284152311,71684.7727453249
"123139",2019-01-09,73945.4585968875,76335,18,72549.8699828646,75341.0472107877
"123188",2019-01-10,75047.8988798495,75206,19,73705.0073190946,76390.7904406273
"123092",2019-01-08,70188.2773612757,71405,19,68848.229375707,71528.3253469091
"123046",2019-01-07,70606.0539851583,70451,21,69292.8064176767,71919.3015526576
"123189",2019-01-10,73455.9311639822,74568,20,72140.3508240838,74771.5115039022
"123140",2019-01-09,72178.8116378396,74827,19,70838.3258456897,73519.2974299919
"123093",2019-01-08,68563.8516366316,69900,20,67251.2435621281,69876.4597111241
"123047",2019-01-07,72978.3510986232,72963,22,71646.8028871266,74309.8993101289
"123190",2019-01-10,73681.3288580844,74967,21,72366.0361249696,74996.6215912077
"123141",2019-01-09,70641.5487478219,73256,20,69328.2678091209,71954.8296865423
"123094",2019-01-08,68742.8287338331,69773,21,67429.6874229675,70055.9700447459
"123048",2019-01-07,72116.1607703161,71698,23,70794.409459633,73437.9120810074
"123191",2019-01-10,75873.5132303628,77207,22,74498.2899699561,77248.7364169477
"123142",2019-01-09,70859.0804666303,73243,21,69545.7567089915,72172.4042242318
"123095",2019-01-08,71079.3579327161,72241,22,69707.7164171199,72450.9993625208
"123049",2019-01-07,71771.7331380427,71479,24,70434.8341777097,73108.6320983788
"123192",2019-01-10,75081.6971188477,76375,23,73758.0286104402,76405.3656272684
"123143",2019-01-09,73119.6822459502,75714,22,71793.4544238558,74445.9100680483
"123096",2019-01-08,70191.7130903281,71222,23,68870.0794225068,71513.3467581375
"123050",2019-01-07,69915.1217508877,69474,25,68558.9397906721,71271.3037111139
"123193",2019-01-10,75010.6295124463,76145,24,73671.736247497,76349.5227773934
"123144",2019-01-09,72332.8416863591,74556,23,71010.8962763345,73654.7870963958
"123097",2019-01-08,69966.3889476498,71005,24,68629.6907479816,71303.0871473185
"123051",2019-01-07,67032.3985260394,66862,26,65660.5182648634,68404.2787872154
"123194",2019-01-10,73271.2843444812,74202,25,71912.6850838356,74629.8836051252
"123145",2019-01-09,72279.3259470686,74583,24,70942.3368816084,73616.3150124806
"123098",2019-01-08,67946.4672109419,69032,25,66590.4219075164,69302.5125143495
"123052",2019-01-07,66945.9856952655,66142,27,65534.3825836956,68357.5888068447
"123195",2019-01-10,70757.772972535,71587,26,69383.5143350852,72132.0316100243
"123146",2019-01-09,70412.3004711768,72861,25,69055.7658606299,71768.8350817313
"123099",2019-01-08,65279.1627809792,66473,26,63907.961190795,66650.3643711644
"123196",2019-01-10,70568.3173889933,71051,27,69153.8920781935,71982.7426997637
"123053",2019-01-07,66197.2285171626,65662,28,64749.7208726488,67644.7361616794
"123147",2019-01-09,67911.6311140884,70387,26,66539.98748132,69283.2747468418
"123100",2019-01-08,64512.9682440436,65896,27,63101.519958162,65924.4165299221
"123197",2019-01-10,70073.1021822009,70663,28,68622.8974225133,71523.3069418695
"123054",2019-01-07,65472.1230665958,65166,29,63993.4549296384,66950.791203544
"123148",2019-01-09,67497.8668453926,70204,27,66085.7631800201,68909.9705107512
"123101",2019-01-08,63923.1994272508,65327,28,62476.121533258,65370.2773212359
"123198",2019-01-10,69242.4916090162,70191,29,67762.0129623392,70722.9702556783
"123055",2019-01-07,63465.4610208867,63332,30,61970.4850907981,64960.4369509641
"123149",2019-01-09,66969.6979842195,69666,28,65522.0917373616,68417.3042310484
"123102",2019-01-08,63034.8365808999,64947,29,61543.3652076256,64526.3079112831
"123199",2019-01-10,67706.2076086986,68565,30,66208.8391611347,69203.5760562806
"123056",2019-01-07,62437.4061222652,62421,31,60915.4041274451,63959.4081170813
"123150",2019-01-09,66362.5124019265,69017,29,64884.0693877907,67840.9554160331
"123103",2019-01-08,61159.0796707834,63157,30,59665.4808247302,62652.6785168478
"123200",2019-01-10,67025.3287732109,67762,31,65500.514415708,68550.1431307273
"123057",2019-01-07,61479.2469568386,61239,32,59953.6587010603,63004.8352126137
"123151",2019-01-09,64594.802998841,67471,30,63099.8361977809,66089.7697999682
"123104",2019-01-08,60124.2418038247,62370,31,58603.921587004,61644.5620206648
"123201",2019-01-10,66115.6886214159,66817,32,64587.4920902797,67643.885152478
"123058",2019-01-07,61355.4455220126,61296,33,59832.1452563265,62878.7457876826
"123152",2019-01-09,63765.0160520955,66806,31,62242.9122136779,65287.1198905007
"123105",2019-01-08,58983.0427659449,61468,32,57464.1877987046,60501.8977332228
"123202",2019-01-10,66317.8389415093,66882,33,64791.5030646076,67844.1748183829
"123059",2019-01-07,61574.8475230923,61494,34,60030.1578388133,63119.5372073629
"123153",2019-01-09,62850.6517503005,65703,32,61329.6682656037,64371.6352349431
"123106",2019-01-08,58963.5946063089,61498,33,57442.4581181864,60484.7310944453
"123203",2019-01-10,66621.2445851891,67088,34,65073.6734117575,68168.8157586057
"123060",2019-01-07,63544.042689755,63481,35,61949.8449347592,65138.2404446768
"123154",2019-01-09,62861.9803110136,65941,33,61338.7050245912,64385.2555974582
"123107",2019-01-08,59142.9356060595,61976,34,57600.8487970202,60685.0224150946
"123204",2019-01-10,68789.9947788195,69411,35,67192.9844914667,70387.0050661575
"123061",2019-01-07,65293.3116164775,65217,36,63652.1019123128,66934.5213206182
"123155",2019-01-09,63324.6974168609,66205,34,61780.0218666991,64869.3729670204
"123108",2019-01-08,61083.9253112266,64323,35,59492.9419789191,62674.9086435657
"123205",2019-01-10,70714.0992481166,70997,36,69070.1014136009,72358.097082642
"123062",2019-01-07,68789.0230855682,69248,37,67041.1703077418,70536.8758634113
"123156",2019-01-09,65650.5332867198,68368,35,64056.4888044077,67244.5777690389
"123109",2019-01-08,62770.9897542309,65932,36,61133.3889551099,64408.5905533318
"123206",2019-01-10,74719.0246872776,75192,37,72965.2045357534,76472.8448388027
"123063",2019-01-07,71881.4761574599,72693,38,69952.3633012398,73810.5890079821
"123157",2019-01-09,67389.4495624169,70366,36,65749.3540990974,69029.5450257427
"123110",2019-01-08,66731.3351523556,69962,37,64956.7372057412,68505.9330989707
"123207",2019-01-10,78408.6920245279,78541,38,76477.2956606471,80340.0883861851
"123158",2019-01-09,71613.7197454127,74471,37,69867.7952808774,73359.6442099696
"123064",2019-01-07,74903.6491521737,75648,39,72792.4576487179,77014.8406556257
"123111",2019-01-08,69871.0706648143,72782,38,67951.9176832616,71790.2236463764
"123208",2019-01-10,82014.1720928995,81486,39,79865.2738599474,84163.0703258557
"123159",2019-01-09,74798.9436558209,78360,38,72867.7881211211,76730.0991905252
"123065",2019-01-07,76966.9473374876,77443,40,74795.8007550535,79138.0939199201
"123209",2019-01-10,83957.8797534457,83405,40,81784.1370303053,86131.622476587
"123112",2019-01-08,72927.4168220901,76031,39,70819.5834659545,75035.2501782291
"123160",2019-01-09,78221.2812364532,81953,39,76079.1115744597,80363.4508984402
"123066",2019-01-07,77331.9949176317,77963,41,75229.5603989822,79434.4294362853
"123210",2019-01-10,84571.6251358618,83576,41,82465.777547808,86677.4727239094
"123113",2019-01-08,75180.9639180068,78193,40,73012.7383181864,77349.1895178288
"123067",2019-01-07,77134.9765722845,77805,42,75096.6212970247,79173.3318475421
"123211",2019-01-10,84653.745145178,83483,42,82610.8121358642,86696.6781544879
"123161",2019-01-09,80200.5814694236,83775,40,78033.3390925087,82367.8238463405
"123114",2019-01-08,76290.1212391986,79115,41,74189.8360746815,78390.4064037245
"123068",2019-01-07,77229.5982221737,77478,43,75249.7152013124,79209.4812430327
"123212",2019-01-10,84670.0110696893,83615,43,82685.1411893596,86654.8809500195
"123162",2019-01-09,80543.9875226291,84349,41,78444.5058089518,82643.4692363021
"123115",2019-01-08,76439.8092272393,79347,42,74403.067295427,78476.551159056
"123213",2019-01-10,84385.631879862,83334,44,82464.2985733942,86306.9651863282
"123069",2019-01-07,77146.9035202117,77616,44,75230.3705116516,79063.4365287733
"123163",2019-01-09,80376.5292300252,84410,42,78340.1371708834,82412.9212891679
"123116",2019-01-08,76350.7026106026,79718,43,74371.475355177,78329.9298660356
"123214",2019-01-10,83876.9468889536,82859,45,82003.0149515308,85750.8788263722
"123164",2019-01-09,80516.7724091109,84199,43,78537.0647823243,82496.480035902
"123070",2019-01-07,77121.8497681395,77387,45,75253.7723901512,78989.9271461253
"123117",2019-01-08,76545.6032249093,79616,44,74630.2610467413,78460.9454030751
"123165",2019-01-09,80316.9106364635,83902,44,78400.7300609224,82233.0912120041
"123071",2019-01-07,77094.2988211342,77358,46,75221.0267250018,78967.5709172674
"123215",2019-01-10,83362.7101782247,82527,46,81485.4722684835,85239.9480879685
"123118",2019-01-08,76343.0718819261,79175,45,74482.6638339112,78203.4799299487
"123166",2019-01-09,79919.1868476928,83337,45,78055.8737543809,81782.499940995
"123072",2019-01-07,77495.6938228443,77419,47,75586.6883427572,79404.6993029299
"123216",2019-01-10,83252.9890560216,82561,47,81339.3423724711,85166.6357395699
"123119",2019-01-08,76400.7131097406,78934,46,74522.3927169459,78279.033502539
"123167",2019-01-09,79598.251053168,82968,46,77717.5548612224,81478.9472451062
"123265",2019-01-12,71958.9541216783,72958,0,70324.2377284578,73593.670514931
"123217",2019-01-11,82963.9234191015,82286,0,81328.7021116286,84599.1447265853
"123120",2019-01-08,76539.7971886055,78947,47,74630.9148489994,78448.6795282114
"123168",2019-01-09,79561.9253142155,82902,47,77650.9830598735,81472.867568572
"123218",2019-01-11,82284.4647598746,81729,1,80634.6724985721,83934.2570211809
"123266",2019-01-12,72859.6737605987,73406,1,71207.1154555501,74512.2320656544
"123313",2019-01-13,65847.1690676914,66360,0,64212.0991376621,67482.2389977352
"123219",2019-01-11,82164.8216243003,81552,2,80485.1034772272,83844.5397713644
"123361",2019-01-14,74012.9227888312,73769,0,72379.2516855616,75646.593892099
"123267",2019-01-12,73024.8007074317,73969,2,71345.3387102659,74704.2627045901
"123314",2019-01-13,66803.4962280631,67424,1,65153.8178554084,68453.1746007496
"123220",2019-01-11,80539.5336134351,80190,3,78809.2882807953,82269.778946092
"123362",2019-01-14,73669.7433545354,73289,1,72023.4576502809,75316.0290587862
"123268",2019-01-12,71175.8291550861,72013,3,69445.7744133978,72905.8838967604
"123315",2019-01-13,67283.4637539688,68015,2,65603.7812243483,68963.1462835879
"123221",2019-01-11,79406.0128470675,78959,4,77592.1276207774,81219.8980733583
"123363",2019-01-14,74050.713692446,73570,2,72373.5578776712,75727.8695071921
"123316",2019-01-13,65166.1173476663,65882,3,63435.9090785405,66896.3256168028
"123222",2019-01-11,78570.4314879851,77888,5,76710.329005665,80430.5339703101
"123364",2019-01-14,73061.4389581856,72684,3,71333.7436809358,74789.1342354339
"123269",2019-01-12,69500.4816984082,70496,4,67686.553456248,71314.4099405779
"123317",2019-01-13,63266.041256331,63990,4,61452.1275766631,65079.9549359981
"123223",2019-01-11,76912.4945832536,76651,6,75024.2618564948,78800.7273100085
"123270",2019-01-12,68415.501196158,69545,5,66555.3446133602,70275.6577789589
"123365",2019-01-14,72432.8844523322,72022,4,70620.7929896411,74244.9759150261
"123318",2019-01-13,62115.6153082591,62982,5,60255.0974367929,63976.1331797165
"123224",2019-01-11,76288.4030724824,75803,7,74367.4981672137,78209.3079777437
"123366",2019-01-14,71896.133769192,71622,5,70037.5976494091,73754.6698889785
"123271",2019-01-12,66971.7433303767,68111,6,65083.6481341904,68859.8385265624
"123319",2019-01-13,60630.28051235,61255,6,58742.0884626643,62518.4725620453
"123225",2019-01-11,75748.7775659724,75360,8,73786.8369965795,77710.7181353629
"123367",2019-01-14,70379.8732856648,70302,6,68493.2862722168,72266.4602991239
"123272",2019-01-12,66143.2770075365,67480,7,64222.4798718198,68064.0741432454
"123226",2019-01-11,75258.8521967401,74851,9,73268.426149922,77249.2782435558
"123320",2019-01-13,59982.0588386108,60696,7,58061.1054799876,61903.0121972399
"123368",2019-01-14,69899.7902160959,69968,7,67979.2939904099,71820.2864417743
"123227",2019-01-11,75845.2211775122,75201,10,73832.9980052986,77857.4443497212
"123273",2019-01-12,65430.5303194405,66859,8,63468.482406674,67392.5782322175
"123321",2019-01-13,59278.5565015906,59845,8,57316.5402110499,61240.572792119
"123274",2019-01-12,64874.2686013444,66585,9,62884.1448702376,66864.3923324291
"123228",2019-01-11,78101.0908953993,77251,11,76111.8061907229,80090.3756000914
"123369",2019-01-14,69367.766862759,69512,8,67406.4489750071,71329.0847504838
"123322",2019-01-13,58935.5315253503,59539,9,56944.8619816316,60926.201069073
"123275",2019-01-12,65058.4528742496,66755,10,63046.8699319869,67070.0358165085
"123370",2019-01-14,69130.2099262393,69498,9,67140.2610329571,71120.1588195212
"123229",2019-01-11,81210.2343231028,79742,12,79286.8574366567,83133.611209551
"123323",2019-01-13,59201.0839758875,59870,10,57188.6876638909,61213.4802878874
"123276",2019-01-12,66703.808339731,68279,11,64715.2971482605,68692.3195312041
"123230",2019-01-11,82758.370045571,81072,13,80892.237011233,84624.5030798898
"123371",2019-01-14,69591.8661841569,69742,10,67580.833792517,71602.8985757868
"123324",2019-01-13,60819.3252128239,61693,11,58829.985679355,62808.6647462787
"123231",2019-01-11,83653.6522239869,81899,14,81879.3362691154,85427.9681788607
"123277",2019-01-12,69318.8875369277,70520,12,67395.7739124484,71242.0011614011
"123372",2019-01-14,71284.0892841777,71264,11,69296.331231108,73271.8473372478
"123325",2019-01-13,63587.4198316363,64350,12,61663.9169997105,65510.9226635948
"123232",2019-01-11,83156.6934882481,81099,15,81499.0763929451,84814.3105835474
"123278",2019-01-12,70944.4610455462,72133,13,69078.3077567219,72810.6143343676
"123373",2019-01-14,73964.0197783602,74136,12,72041.0590271052,75886.9805296015
"123326",2019-01-13,65993.9371716998,66366,13,64127.4414648008,67860.4328785877
"123233",2019-01-11,81112.9527195479,79421,16,79555.8663278756,82670.039111226
"123374",2019-01-14,75693.7820487068,76100,13,73828.7691457286,77558.7949516866
"123279",2019-01-12,71888.0621527069,73003,14,70113.2528872821,73662.8714181464
"123327",2019-01-13,67439.2738896036,68046,14,65664.4224928774,69214.1252863057
"123234",2019-01-11,79070.4978218565,77200,17,77600.9314724555,80540.0641712718
"123375",2019-01-14,77393.7598914409,77722,14,75618.0578916449,79169.461891245
"123280",2019-01-12,71746.6457829125,72853,15,70094.0831594563,73399.2084063722
"123328",2019-01-13,68093.5770582238,68072,15,66440.5939135863,69746.5602028894
"123235",2019-01-11,76941.9018911275,75202,18,75543.0185387461,78340.7852435793
"123281",2019-01-12,70624.9965525449,71360,16,69066.952596041,72183.0405090464
"123329",2019-01-13,67370.2441914861,67115,16,65812.5029368472,68927.9854461624
"123376",2019-01-14,76481.7755093832,76993,15,74828.3829850448,78135.1680337684
"123236",2019-01-11,74339.6679195706,73842,19,72996.3750513016,75682.9607878341
"123282",2019-01-12,68941.5904949981,69493,17,67470.8334492761,70412.3475407396
"123377",2019-01-14,74269.8255369362,75006,16,72710.674436254,75828.9766375869
"123330",2019-01-13,66060.6073793725,65554,17,64590.1016004694,67531.1131583139
"123237",2019-01-11,73655.1946349648,72281,20,72338.4021782369,74971.9870916655
"123283",2019-01-12,67478.5282876875,68120,18,66078.507289254,68878.5492861638
"123378",2019-01-14,71804.3659331634,72490,17,70332.1327313687,73276.5991349637
"123331",2019-01-13,64954.8790158641,64357,18,63555.0622170354,66354.6958146757
"123238",2019-01-11,74349.6688060506,72718,21,73033.8501316192,75665.4874804544
"123284",2019-01-12,66493.7492966404,66671,19,65150.5749585001,67836.9236347704
"123379",2019-01-14,69560.0930592087,70186,18,68158.9541425538,70961.2319758628
"123332",2019-01-13,63568.2956572515,63088,19,62225.4100733958,64911.1812410836
"123239",2019-01-11,76572.7154205665,75102,22,75195.2832973656,77950.1475541105
"123380",2019-01-14,67684.1250691669,68221,19,66339.7626392914,69028.4874990659
"123333",2019-01-13,62193.2264657278,61812,20,60876.1980226499,63510.2549088168
"123240",2019-01-11,75775.1200112873,74106,23,74416.3653361464,77133.8746547082
"123285",2019-01-12,65479.7197708209,65542,20,64162.3562678887,66797.0832737331
"123381",2019-01-14,65990.9800581861,66607,20,64672.5641751878,67309.3959412238
"123334",2019-01-13,62327.5077746448,62037,21,61010.7441305594,63644.2714187243
"123286",2019-01-12,66345.3568491059,65946,21,65028.3099246325,67662.4037735813
"123241",2019-01-11,75491.0222615684,73461,24,74126.1228511713,76855.9216282033
"123382",2019-01-14,66155.2664564415,66745,21,64838.8020769731,67471.7308359273
"123335",2019-01-13,64464.4535322575,64349,22,63087.1409207219,65841.7661604308
"123287",2019-01-12,69069.2036283839,68764,22,67691.6514403396,70446.7558376906
"123242",2019-01-11,73608.803208232,71795,25,72249.6766785861,74967.9297378966
"123383",2019-01-14,68570.9573739333,69460,22,67191.7903156786,69950.1244837019
"123288",2019-01-12,68590.9933465491,68390,23,67231.5314783204,69950.4551750465
"123336",2019-01-13,63788.7387788194,63738,23,62429.6281821367,65147.8493357862
"123243",2019-01-11,70765.7341219389,68886,26,69391.3733358093,72140.0949080928
"123384",2019-01-14,67643.0039204992,68415,23,66282.133511551,69003.8743367302
"123289",2019-01-12,68469.1561366634,68096,24,67129.8101222524,69808.5021510882
"123337",2019-01-13,63759.4009314663,63804,24,62418.3724156983,65100.4294472421
"123244",2019-01-11,69760.2034671789,68915,27,68349.6833595428,71170.7235748411
"123385",2019-01-14,67504.5240376409,68465,24,66137.0912565312,68871.9568132728
"123290",2019-01-12,67145.0076636277,66324,25,65784.836128948,68505.1791983083
"123338",2019-01-13,62100.7797321771,62362,25,60740.6069162164,63460.9525481227
"123245",2019-01-11,69112.9723243103,68006,28,67667.1682390115,70558.7764096634
"123386",2019-01-14,65614.7957606102,66516,25,64235.9819103692,66993.6096187487
"123291",2019-01-12,64551.1307799278,63768,26,63175.5276780572,65926.7338817843
"123339",2019-01-13,59668.3514463708,60035,26,58292.9552309877,61043.7476617689
"123387",2019-01-14,62797.088794357,63741,26,61421.6882598497,64172.4893288673
"123246",2019-01-11,68380.3827540571,67017,29,66900.3066053431,69860.4589027498
"123292",2019-01-12,63882.2997159214,62989,27,62471.7609659908,65292.8384658546
"123340",2019-01-13,58585.6183251784,59566,27,57174.8233280124,59996.413322344
"123388",2019-01-14,62201.3458167973,63483,27,60786.0786037898,63616.6130298066
"123247",2019-01-11,66510.9891979178,64926,30,65013.3814575613,68008.5969382858
"123293",2019-01-12,63264.5211519823,62258,28,61815.0392736561,64714.0030303123
"123341",2019-01-13,58158.3441999469,58762,28,56707.2339951939,59609.4544046967
"123389",2019-01-14,61248.079312183,62872,28,59797.6327670573,62698.525857306
"123248",2019-01-11,65320.9299241171,63660,31,63797.3837442828,66844.4761039236
"123342",2019-01-13,57595.3271779367,58608,29,56114.8858985374,59075.7684573419
"123294",2019-01-12,62152.4732440988,61687,29,60672.1540875598,63632.7924006556
"123390",2019-01-14,60765.8165491321,62326,29,59280.6902965718,62250.9428017199
"123249",2019-01-11,64096.8852975979,62590,32,62575.1619292849,65618.6086659186
"123343",2019-01-13,55495.6953315906,56707,30,53998.1467979289,56993.2438652616
"123391",2019-01-14,58589.0148994745,60536,30,57090.9551757149,60087.0746232312
"123295",2019-01-12,60175.1148946458,59279,30,58662.0662422437,61688.1635401543
"123250",2019-01-11,63600.0078902509,62237,33,62075.7881311453,65124.2276493235
"123344",2019-01-13,54488.9901100972,55728,31,52964.2302804913,56013.749939732
"123392",2019-01-14,57506.5744353911,59917,31,55981.3827825337,59031.7660882564
"123296",2019-01-12,58656.515101887,57993,31,57132.1563586945,60180.8738450757
"123251",2019-01-11,63118.8210436663,61786,34,61573.9310295383,64663.7110577945
"123345",2019-01-13,53354.0988561037,54785,32,51831.2183803605,54876.9793318482
"123297",2019-01-12,57320.7880411078,56511,32,55798.4345180821,58843.141564118
"123393",2019-01-14,56477.5689778056,59049,32,54954.3150717136,58000.8228838725
"123252",2019-01-11,63975.3200858745,62469,35,62381.6440715929,65568.996100137
"123298",2019-01-12,56636.4657984835,55764,33,55111.7973847732,58161.1342121932
"123346",2019-01-13,53262.4926435638,54904,33,51737.2268052675,54787.7584818772
"123394",2019-01-14,56445.2658960794,59225,33,54919.416688352,57971.1151038276
"123253",2019-01-11,64102.3171174591,62884,36,62462.5671437378,65742.0670911932
"123299",2019-01-12,55887.354350092,55173,34,54342.1107862275,57432.5979139517
"123347",2019-01-13,53607.3036715889,55338,34,52061.4416557573,55153.165687442
"123395",2019-01-14,56665.7987845124,59497,34,55119.4834802926,58212.1140887243
"123254",2019-01-11,65286.3930721369,64429,37,63541.4448793616,67031.3412648967
"123348",2019-01-13,55872.5287700711,57882,35,54277.873534697,57467.1840054251
"123300",2019-01-12,56019.4832674391,55682,35,54425.3908155884,57613.5757192411
"123396",2019-01-14,58829.9026910778,61890,35,57234.5718633533,60425.2335188043
"123255",2019-01-11,65924.3815704467,65143,38,63971.2995888442,67877.4635520554
"123301",2019-01-12,56318.7412331031,55747,36,54644.7980332676,57992.6844329335
"123349",2019-01-13,57852.4844184084,59936,36,56212.2997649643,59492.6690718432
"123397",2019-01-14,60716.6471030931,63932,36,59075.7468905846,62357.547315593
"123256",2019-01-11,66998.3575505539,66655,39,64855.2156609348,69141.4994401712
"123350",2019-01-13,61862.6464681616,63964,37,60112.3541383812,63612.938797926
"123398",2019-01-14,64722.7474684333,68241,37,62971.8431640377,66473.6517728045
"123302",2019-01-12,56762.7283688238,56495,37,55018.0669117774,58507.3898258656
"123257",2019-01-11,68602.3002942695,68008,40,66433.6812130289,70770.9193755095
"123303",2019-01-12,56827.053118529,56837,38,54907.3515440446,58746.7546929859
"123399",2019-01-14,68301.6346900527,71845,38,66381.9533520242,70221.3160280616
"123351",2019-01-13,65319.6657979811,67448,38,63400.2880051489,67239.0435907914
"123258",2019-01-11,69981.2716018467,69180,41,67879.3804741435,72083.1627295551
"123304",2019-01-12,57924.3071171644,57635,39,55781.873731407,60066.7405029163
